id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
3917,33,65,58,Red,Maize,41,16,6,DAP
3918,34,70,48,Sandy,Millets,20,16,39,20-20
3919,35,58,60,Loamy,Wheat,41,4,29,14-35-14
3920,30,70,43,Loamy,Wheat,4,17,9,10-26-26
3921,32,61,52,Sandy,Paddy,25,18,37,DAP
3922,34,55,38,Clayey,Oil seeds,25,17,35,17-17-17
3923,36,72,37,Red,Barley,15,13,38,17-17-17
3924,33,60,34,Red,Paddy,25,5,38,17-17-17
3925,35,59,63,Red,Paddy,7,0,20,28-28
3926,36,57,44,Sandy,Paddy,34,10,25,20-20
3927,29,60,55,Loamy,Barley,38,6,2,17-17-17
3928,30,52,36,Loamy,Pulses,28,7,14,20-20
3929,31,68,34,Sandy,Cotton,11,12,14,10-26-26
3930,29,61,38,Sandy,Wheat,18,0,15,20-20
3931,26,69,63,Loamy,Millets,29,0,10,DAP
3932,34,53,60,Red,Paddy,28,9,31,10-26-26
3933,33,69,43,Sandy,Pulses,4,19,4,20-20
3934,31,65,47,Sandy,Paddy,11,19,6,Urea
3935,31,62,47,Sandy,Paddy,36,8,36,10-26-26
3936,31,66,35,Loamy,Paddy,18,9,22,Urea
3937,38,63,54,Black,Ground Nuts,8,4,39,DAP
3938,27,59,28,Sandy,Wheat,14,14,6,28-28
3939,28,70,45,Red,Oil seeds,42,5,11,20-20
3940,32,68,29,Red,Ground Nuts,22,1,27,10-26-26
3941,26,62,57,Red,Tobacco,36,5,13,DAP
3942,33,71,48,Sandy,Ground Nuts,29,15,9,Urea
3943,32,62,55,Clayey,Sugarcane,22,18,32,10-26-26
3944,27,59,28,Sandy,Wheat,42,13,32,28-28
3945,36,52,41,Clayey,Barley,11,3,5,28-28
3946,27,53,65,Red,Pulses,10,7,19,28-28
3947,28,60,49,Clayey,Sugarcane,27,6,21,14-35-14
3948,32,66,58,Loamy,Pulses,11,10,11,17-17-17
3949,29,62,47,Clayey,Millets,41,2,30,14-35-14
3950,37,54,43,Sandy,Oil seeds,37,17,31,10-26-26
3951,37,55,52,Sandy,Oil seeds,31,9,25,17-17-17
3952,35,61,48,Sandy,Cotton,22,17,14,10-26-26
3953,26,65,65,Loamy,Paddy,13,19,0,14-35-14
3954,26,64,45,Black,Barley,40,16,8,17-17-17
3955,38,66,58,Red,Wheat,13,4,34,DAP
3956,35,58,50,Black,Oil seeds,10,19,31,10-26-26
3957,28,70,27,Red,Ground Nuts,39,16,24,Urea
3958,29,61,65,Clayey,Oil seeds,25,12,39,20-20
3959,36,63,47,Loamy,Cotton,32,10,25,Urea
3960,26,59,48,Clayey,Barley,20,18,19,Urea
3961,32,58,44,Loamy,Oil seeds,18,1,32,17-17-17
3962,31,53,38,Sandy,Cotton,40,6,28,20-20
3963,38,56,57,Sandy,Ground Nuts,35,10,24,Urea
3964,38,68,28,Sandy,Paddy,26,5,18,Urea
3965,25,67,43,Clayey,Tobacco,10,8,10,28-28
3966,34,58,63,Red,Wheat,40,9,25,17-17-17
3967,31,68,57,Clayey,Oil seeds,18,2,37,20-20
3968,30,69,38,Loamy,Paddy,11,17,39,17-17-17
3969,25,72,26,Red,Paddy,33,8,35,28-28
3970,29,67,60,Red,Tobacco,42,11,10,14-35-14
3971,34,53,35,Loamy,Maize,28,8,37,Urea
3972,38,60,35,Red,Oil seeds,33,4,11,14-35-14
3973,33,59,54,Loamy,Paddy,26,19,6,20-20
3974,32,63,61,Clayey,Sugarcane,14,9,5,20-20
3975,35,67,62,Loamy,Tobacco,38,2,8,Urea
3976,25,70,26,Black,Sugarcane,41,10,1,20-20
3977,26,57,49,Red,Paddy,34,18,9,Urea
3978,29,50,38,Black,Paddy,36,8,30,20-20
3979,29,70,40,Sandy,Millets,4,2,11,Urea
3980,30,55,40,Red,Cotton,26,18,30,DAP
3981,38,59,62,Loamy,Pulses,32,12,9,17-17-17
3982,35,64,33,Loamy,Cotton,13,6,10,Urea
3983,29,53,30,Clayey,Wheat,25,1,38,20-20
3984,34,53,53,Red,Barley,4,19,34,20-20
3985,27,64,39,Clayey,Paddy,13,17,12,Urea
3986,26,53,58,Loamy,Cotton,25,14,31,Urea
3987,28,50,41,Sandy,Barley,9,5,30,28-28
3988,29,52,50,Black,Wheat,37,12,9,17-17-17
3989,29,72,50,Black,Paddy,4,16,0,DAP
3990,25,66,43,Clayey,Sugarcane,19,0,11,DAP
3991,29,65,57,Black,Wheat,21,9,12,17-17-17
3992,27,55,37,Black,Sugarcane,11,4,34,DAP
3993,32,68,48,Red,Maize,32,8,27,28-28
3994,31,60,58,Red,Tobacco,38,0,31,28-28
3995,37,63,34,Sandy,Millets,36,5,36,Urea
3996,26,52,29,Red,Sugarcane,11,4,33,DAP
3997,38,59,54,Red,Pulses,38,17,13,DAP
3998,37,71,51,Clayey,Barley,6,2,33,14-35-14
3999,32,51,65,Red,Cotton,19,0,6,DAP
4000,36,54,65,Loamy,Ground Nuts,14,10,34,17-17-17
4001,32,52,53,Black,Sugarcane,16,5,22,20-20
4002,36,71,54,Red,Wheat,5,6,14,20-20
4003,37,63,34,Black,Pulses,21,19,17,14-35-14
4004,33,66,56,Loamy,Oil seeds,42,13,31,17-17-17
4005,28,69,44,Clayey,Tobacco,31,19,36,10-26-26
4006,38,69,43,Loamy,Millets,17,13,16,28-28
4007,26,68,42,Sandy,Millets,6,2,18,20-20
4008,32,72,49,Red,Tobacco,21,14,36,28-28
4009,33,71,40,Loamy,Barley,33,6,32,DAP
4010,29,57,54,Sandy,Pulses,33,18,3,28-28
4011,25,70,26,Clayey,Wheat,21,2,31,Urea
4012,28,62,50,Red,Maize,13,8,14,17-17-17
4013,29,62,25,Red,Paddy,35,15,3,14-35-14
4014,29,65,26,Sandy,Millets,10,16,5,Urea
4015,26,69,44,Red,Paddy,37,8,39,17-17-17
4016,30,61,55,Black,Wheat,40,7,40,28-28
4017,35,68,26,Clayey,Sugarcane,9,19,41,DAP
4018,26,62,53,Red,Sugarcane,16,17,14,14-35-14
4019,33,66,34,Black,Millets,20,2,33,14-35-14
4020,29,53,59,Clayey,Oil seeds,34,1,3,17-17-17
4021,27,71,42,Black,Cotton,39,10,17,20-20
4022,36,55,47,Loamy,Tobacco,40,19,32,28-28
4023,28,71,44,Clayey,Barley,33,12,36,Urea
4024,28,68,47,Loamy,Ground Nuts,40,10,1,20-20
4025,34,67,61,Red,Maize,6,16,1,28-28
4026,38,58,25,Clayey,Millets,39,4,23,14-35-14
4027,34,61,57,Black,Wheat,17,16,3,10-26-26
4028,33,65,48,Sandy,Millets,25,5,20,17-17-17
4029,37,68,63,Red,Oil seeds,41,17,24,DAP
4030,33,51,58,Loamy,Pulses,5,7,6,10-26-26
4031,29,61,47,Loamy,Wheat,26,5,36,20-20
4032,33,72,43,Red,Millets,27,13,38,14-35-14
4033,33,59,34,Black,Barley,5,3,9,28-28
4034,35,70,25,Clayey,Oil seeds,10,18,16,17-17-17
4035,34,71,64,Black,Sugarcane,10,1,33,Urea
4036,34,64,57,Sandy,Tobacco,33,15,2,10-26-26
4037,29,72,48,Sandy,Maize,11,12,14,10-26-26
4038,36,67,65,Sandy,Oil seeds,26,2,33,17-17-17
4039,38,71,34,Red,Tobacco,26,14,10,10-26-26
4040,28,61,40,Sandy,Sugarcane,28,7,25,17-17-17
4041,36,66,45,Clayey,Pulses,8,2,31,17-17-17
4042,30,51,59,Sandy,Oil seeds,4,1,36,10-26-26
4043,27,59,52,Clayey,Oil seeds,5,5,15,14-35-14
4044,29,57,64,Black,Paddy,35,8,32,20-20
4045,25,72,43,Black,Barley,18,7,19,DAP
4046,26,53,54,Clayey,Pulses,8,14,31,14-35-14
4047,34,65,54,Black,Paddy,10,3,18,28-28
4048,33,61,33,Loamy,Wheat,22,19,8,17-17-17
4049,26,65,65,Clayey,Wheat,14,16,17,10-26-26
4050,31,57,63,Loamy,Sugarcane,28,8,22,14-35-14
4051,31,62,32,Red,Paddy,33,0,42,14-35-14
4052,26,64,32,Loamy,Paddy,35,14,15,14-35-14
4053,32,68,59,Sandy,Sugarcane,22,6,21,10-26-26
4054,38,64,65,Sandy,Paddy,26,10,35,17-17-17
4055,32,52,48,Loamy,Pulses,30,16,38,17-17-17
4056,36,60,63,Sandy,Maize,10,13,10,14-35-14
4057,38,56,62,Clayey,Barley,36,16,14,Urea
4058,29,70,29,Sandy,Tobacco,29,5,28,Urea
4059,28,54,41,Black,Maize,18,5,18,10-26-26
4060,33,52,53,Black,Cotton,38,12,36,17-17-17
4061,25,65,47,Sandy,Barley,12,3,6,28-28
4062,31,54,53,Sandy,Cotton,4,17,1,DAP
4063,38,70,58,Clayey,Oil seeds,12,16,13,28-28
4064,25,63,27,Clayey,Oil seeds,39,2,7,Urea
4065,31,56,52,Sandy,Sugarcane,38,16,14,10-26-26
4066,31,66,39,Loamy,Barley,10,12,17,10-26-26
4067,27,65,33,Black,Maize,40,13,22,Urea
4068,29,68,45,Red,Oil seeds,38,8,2,14-35-14
4069,31,71,32,Red,Pulses,19,15,26,20-20
4070,36,58,61,Black,Paddy,32,0,20,Urea
4071,37,72,63,Black,Maize,22,3,0,Urea
4072,35,62,60,Red,Paddy,7,2,20,Urea
4073,38,67,63,Sandy,Barley,16,17,25,14-35-14
4074,35,72,62,Red,Pulses,25,8,9,DAP
4075,26,54,44,Black,Oil seeds,22,8,27,20-20
4076,30,69,46,Clayey,Oil seeds,19,18,5,28-28
4077,36,69,65,Sandy,Oil seeds,12,18,35,Urea
4078,36,56,30,Red,Tobacco,8,11,37,28-28
4079,31,50,53,Clayey,Cotton,18,1,21,17-17-17
4080,26,69,34,Sandy,Cotton,8,9,33,28-28
4081,29,64,59,Sandy,Wheat,13,12,36,28-28
4082,37,53,61,Sandy,Cotton,17,16,3,20-20
4083,38,61,51,Black,Wheat,8,1,0,28-28
4084,36,53,49,Sandy,Paddy,11,19,28,Urea
4085,36,55,61,Loamy,Millets,10,15,2,14-35-14
4086,29,71,61,Clayey,Cotton,7,1,35,17-17-17
4087,28,58,34,Red,Wheat,18,12,8,DAP
4088,28,70,33,Black,Millets,38,19,8,28-28
4089,27,67,32,Red,Millets,14,4,29,20-20
4090,32,61,30,Red,Cotton,36,12,4,14-35-14
4091,30,70,43,Sandy,Sugarcane,42,13,41,14-35-14
4092,30,54,27,Red,Tobacco,28,10,23,Urea
4093,30,65,36,Loamy,Cotton,11,2,20,17-17-17
4094,37,53,65,Black,Ground Nuts,20,6,4,20-20
4095,35,66,52,Black,Pulses,15,2,30,28-28
4096,27,60,56,Black,Ground Nuts,42,10,39,DAP
4097,26,51,34,Loamy,Millets,26,14,40,DAP
4098,37,60,49,Red,Tobacco,30,13,15,20-20
4099,28,68,32,Red,Cotton,21,7,4,DAP
4100,26,65,27,Sandy,Tobacco,33,5,11,17-17-17
4101,37,71,29,Red,Barley,30,14,40,10-26-26
4102,31,65,51,Loamy,Pulses,11,9,35,10-26-26
4103,36,52,53,Loamy,Ground Nuts,29,2,42,28-28
4104,26,56,51,Clayey,Maize,28,8,1,20-20
4105,37,69,41,Sandy,Maize,13,1,13,20-20
4106,34,72,54,Clayey,Pulses,37,5,15,DAP
4107,37,52,56,Red,Barley,14,9,16,Urea
4108,28,62,64,Sandy,Pulses,17,1,5,Urea
4109,38,67,36,Red,Barley,11,11,0,20-20
4110,33,61,43,Red,Millets,12,2,24,DAP
4111,27,54,39,Sandy,Tobacco,39,4,3,17-17-17
4112,30,62,53,Red,Sugarcane,17,9,7,28-28
4113,37,59,35,Black,Wheat,12,4,12,Urea
4114,32,62,27,Red,Wheat,30,14,32,DAP
4115,36,50,28,Black,Cotton,8,6,5,10-26-26
4116,29,51,34,Clayey,Ground Nuts,36,5,15,20-20
4117,34,60,36,Sandy,Oil seeds,18,7,8,10-26-26
4118,38,51,54,Black,Paddy,10,11,26,17-17-17
4119,33,50,34,Clayey,Barley,25,5,17,20-20
4120,28,68,35,Loamy,Tobacco,24,3,20,14-35-14
4121,26,56,28,Red,Wheat,40,4,19,10-26-26
4122,31,64,62,Black,Paddy,13,11,25,28-28
4123,30,66,50,Loamy,Ground Nuts,30,5,15,20-20
4124,28,63,27,Loamy,Ground Nuts,6,1,1,14-35-14
4125,38,67,26,Clayey,Millets,16,3,25,10-26-26
4126,25,67,49,Black,Pulses,32,0,26,17-17-17
4127,36,68,39,Sandy,Maize,19,4,16,DAP
4128,29,56,53,Black,Wheat,37,12,10,10-26-26
4129,33,65,42,Clayey,Maize,16,6,40,14-35-14
4130,29,65,59,Red,Barley,40,14,16,DAP
4131,37,64,29,Sandy,Barley,14,12,14,Urea
4132,27,56,38,Loamy,Millets,20,13,27,28-28
4133,33,70,59,Loamy,Tobacco,12,13,22,DAP
4134,34,69,37,Black,Ground Nuts,4,19,12,14-35-14
4135,32,68,48,Black,Wheat,12,16,28,14-35-14
4136,33,61,31,Black,Wheat,7,7,42,28-28
4137,35,67,41,Red,Wheat,25,18,13,10-26-26
4138,29,64,54,Black,Cotton,16,14,17,Urea
4139,38,67,29,Black,Paddy,11,18,24,10-26-26
4140,35,62,58,Clayey,Pulses,12,15,28,17-17-17
4141,27,61,34,Red,Pulses,16,7,2,17-17-17
4142,31,72,42,Red,Wheat,39,3,38,DAP
4143,34,69,37,Sandy,Ground Nuts,28,14,25,14-35-14
4144,34,58,48,Red,Maize,32,13,3,10-26-26
4145,31,67,33,Loamy,Paddy,10,6,21,10-26-26
4146,37,51,29,Sandy,Oil seeds,16,10,23,14-35-14
4147,30,68,44,Loamy,Barley,20,7,4,20-20
4148,31,59,65,Red,Pulses,5,18,32,28-28
4149,25,62,47,Loamy,Oil seeds,34,0,1,Urea
4150,26,56,60,Black,Ground Nuts,14,16,2,20-20
4151,25,60,59,Loamy,Sugarcane,22,0,33,DAP
4152,32,66,58,Red,Wheat,36,7,39,28-28
4153,27,50,33,Clayey,Maize,8,19,20,14-35-14
4154,28,65,54,Clayey,Barley,23,0,9,14-35-14
4155,35,67,65,Loamy,Tobacco,7,5,1,14-35-14
4156,32,56,46,Loamy,Tobacco,42,18,9,20-20
4157,36,63,49,Clayey,Wheat,14,2,39,DAP
4158,37,72,46,Black,Wheat,13,3,25,28-28
4159,30,66,26,Black,Paddy,33,4,19,Urea
4160,36,71,27,Red,Ground Nuts,25,10,41,20-20
4161,26,62,50,Black,Maize,18,8,39,17-17-17
4162,33,50,45,Clayey,Paddy,26,7,18,17-17-17
4163,32,66,40,Sandy,Ground Nuts,17,7,37,28-28
4164,28,53,42,Black,Sugarcane,5,19,20,14-35-14
4165,27,58,42,Red,Ground Nuts,9,2,19,17-17-17
4166,35,70,51,Red,Wheat,22,8,29,20-20
4167,30,51,29,Sandy,Barley,41,0,8,17-17-17
4168,38,66,33,Black,Tobacco,25,4,15,10-26-26
4169,27,71,59,Loamy,Pulses,42,19,35,DAP
4170,36,59,60,Clayey,Paddy,6,9,19,DAP
4171,30,62,62,Red,Cotton,25,4,39,28-28
4172,34,59,55,Clayey,Ground Nuts,25,13,5,17-17-17
4173,35,68,51,Clayey,Millets,29,1,9,10-26-26
4174,27,64,37,Sandy,Cotton,12,18,20,10-26-26
4175,36,66,28,Loamy,Wheat,31,15,17,10-26-26
4176,27,58,25,Black,Pulses,11,9,17,28-28
4177,27,64,41,Red,Paddy,31,16,25,17-17-17
4178,28,55,25,Red,Wheat,31,1,8,DAP
4179,36,71,64,Sandy,Pulses,7,13,38,28-28
4180,30,54,27,Clayey,Maize,34,10,21,17-17-17
4181,25,70,57,Clayey,Pulses,31,10,6,10-26-26
4182,32,71,51,Sandy,Cotton,5,5,9,DAP
4183,26,54,60,Clayey,Cotton,16,16,37,17-17-17
4184,30,72,37,Loamy,Barley,5,15,20,28-28
4185,36,72,41,Black,Sugarcane,11,1,30,DAP
4186,37,56,25,Clayey,Maize,26,1,28,Urea
4187,31,59,27,Black,Oil seeds,24,18,5,17-17-17
4188,35,52,47,Clayey,Barley,22,1,30,DAP
4189,34,55,57,Sandy,Tobacco,4,9,16,Urea
4190,29,50,29,Loamy,Tobacco,34,14,33,17-17-17
4191,35,67,36,Clayey,Pulses,34,13,6,14-35-14
4192,27,57,34,Clayey,Oil seeds,37,5,26,DAP
4193,31,62,50,Black,Maize,30,12,28,20-20
4194,35,57,57,Sandy,Maize,37,1,8,Urea
4195,26,66,60,Sandy,Wheat,29,9,30,Urea
4196,35,53,62,Black,Pulses,37,17,30,10-26-26
4197,38,54,62,Sandy,Wheat,39,7,15,Urea
4198,36,50,59,Loamy,Wheat,30,8,41,14-35-14
4199,34,52,40,Black,Pulses,36,9,14,14-35-14
4200,25,72,29,Black,Maize,28,2,39,20-20
4201,26,55,35,Loamy,Barley,41,16,36,14-35-14
4202,28,66,41,Sandy,Sugarcane,15,10,7,10-26-26
4203,29,53,57,Clayey,Wheat,9,5,35,20-20
4204,26,71,42,Black,Sugarcane,6,5,19,28-28
4205,35,62,37,Sandy,Oil seeds,30,7,34,Urea
4206,34,68,57,Black,Oil seeds,19,9,37,14-35-14
4207,38,66,63,Loamy,Paddy,38,0,37,14-35-14
4208,38,65,28,Sandy,Ground Nuts,8,16,9,10-26-26
4209,38,67,58,Red,Millets,34,18,22,14-35-14
4210,32,66,61,Clayey,Cotton,13,7,9,10-26-26
4211,33,66,61,Sandy,Paddy,26,5,42,17-17-17
4212,28,72,54,Black,Ground Nuts,27,15,36,Urea
4213,38,63,27,Loamy,Barley,31,5,19,Urea
4214,25,62,42,Black,Wheat,33,5,10,17-17-17
4215,33,52,54,Clayey,Wheat,9,7,27,14-35-14
4216,28,55,26,Sandy,Pulses,26,6,30,Urea
4217,35,58,40,Loamy,Pulses,10,2,29,20-20
4218,38,69,48,Clayey,Oil seeds,35,14,35,28-28
4219,26,70,62,Clayey,Barley,18,15,4,10-26-26
4220,26,71,40,Loamy,Tobacco,11,9,33,17-17-17
4221,33,66,27,Black,Ground Nuts,33,6,23,14-35-14
4222,34,67,35,Clayey,Paddy,29,4,42,Urea
4223,30,67,31,Loamy,Wheat,41,4,2,Urea
4224,31,57,38,Red,Paddy,40,3,22,28-28
4225,35,63,53,Loamy,Tobacco,31,3,25,28-28
4226,38,56,42,Clayey,Wheat,29,6,22,10-26-26
4227,38,70,51,Black,Wheat,16,2,22,Urea
4228,37,71,38,Loamy,Maize,33,10,25,20-20
4229,25,65,59,Clayey,Tobacco,16,6,34,14-35-14
4230,31,55,35,Clayey,Wheat,38,3,0,DAP
4231,31,58,56,Red,Ground Nuts,19,15,15,Urea
4232,37,69,32,Sandy,Sugarcane,42,5,13,Urea
4233,30,51,57,Red,Pulses,14,14,37,DAP
4234,32,59,45,Sandy,Sugarcane,18,17,36,20-20
4235,38,61,34,Loamy,Sugarcane,8,9,41,20-20
4236,26,71,43,Loamy,Paddy,16,16,20,20-20
4237,27,52,51,Clayey,Ground Nuts,25,5,40,20-20
4238,27,63,32,Red,Sugarcane,29,13,12,10-26-26
4239,36,55,63,Loamy,Paddy,6,10,6,10-26-26
4240,36,70,30,Clayey,Sugarcane,28,15,30,20-20
4241,26,63,63,Clayey,Pulses,32,12,15,17-17-17
4242,36,57,41,Loamy,Barley,40,6,18,Urea
4243,31,71,38,Loamy,Barley,13,14,21,20-20
4244,31,65,57,Sandy,Wheat,13,13,38,Urea
4245,35,68,41,Black,Sugarcane,27,1,23,Urea
4246,35,72,27,Red,Barley,10,11,30,DAP
4247,34,59,64,Sandy,Maize,4,16,9,20-20
4248,36,64,29,Red,Barley,14,8,34,14-35-14
4249,28,55,46,Black,Tobacco,23,18,33,20-20
4250,33,66,45,Loamy,Tobacco,25,10,9,10-26-26
4251,31,69,55,Loamy,Cotton,29,19,24,20-20
4252,33,68,40,Sandy,Barley,5,16,10,14-35-14
4253,26,72,52,Red,Cotton,26,17,39,DAP
4254,29,72,54,Sandy,Wheat,10,11,24,20-20
4255,28,56,25,Clayey,Paddy,8,14,12,10-26-26
4256,27,62,44,Red,Maize,11,4,8,28-28
4257,33,70,63,Loamy,Barley,5,19,21,28-28
4258,31,58,40,Black,Sugarcane,24,15,25,20-20
4259,25,52,60,Clayey,Cotton,24,14,16,28-28
4260,31,65,38,Black,Paddy,16,0,42,17-17-17
4261,36,68,41,Red,Millets,39,16,34,14-35-14
4262,35,52,65,Black,Ground Nuts,4,10,0,10-26-26
4263,36,56,58,Sandy,Wheat,22,17,4,Urea
4264,34,66,48,Clayey,Wheat,30,1,42,20-20
4265,27,66,53,Red,Barley,35,10,20,14-35-14
4266,28,71,62,Loamy,Cotton,34,6,36,10-26-26
4267,26,56,55,Sandy,Pulses,30,0,15,28-28
4268,31,67,54,Red,Maize,9,9,15,DAP
4269,32,50,38,Loamy,Barley,17,18,6,20-20
4270,25,53,36,Loamy,Barley,38,1,34,Urea
4271,31,57,44,Loamy,Barley,26,3,41,17-17-17
4272,37,64,54,Clayey,Maize,8,7,40,28-28
4273,33,55,59,Loamy,Tobacco,36,9,34,10-26-26
4274,29,51,34,Clayey,Tobacco,6,16,18,DAP
4275,33,53,56,Black,Barley,28,14,30,14-35-14
4276,29,55,54,Black,Cotton,28,18,23,20-20
4277,33,57,31,Sandy,Oil seeds,24,6,34,28-28
4278,25,71,58,Clayey,Wheat,31,13,18,DAP
4279,32,50,51,Red,Wheat,27,7,3,10-26-26
4280,35,67,57,Sandy,Millets,5,18,2,Urea
4281,25,70,58,Black,Wheat,26,11,29,17-17-17
4282,26,68,39,Loamy,Pulses,29,7,6,Urea
4283,37,66,28,Sandy,Paddy,41,13,12,Urea
4284,34,57,58,Red,Cotton,37,10,21,Urea
4285,25,54,42,Red,Cotton,16,3,29,28-28
4286,29,67,64,Black,Paddy,35,15,4,14-35-14
4287,32,65,28,Sandy,Pulses,28,4,20,28-28
4288,38,69,27,Sandy,Paddy,34,14,24,20-20
4289,28,71,43,Red,Millets,30,6,5,Urea
4290,25,56,47,Red,Pulses,41,5,27,17-17-17
4291,35,52,44,Clayey,Barley,10,0,27,10-26-26
4292,27,67,39,Clayey,Wheat,13,3,15,Urea
4293,29,68,63,Clayey,Cotton,11,17,7,DAP
4294,29,71,49,Sandy,Millets,35,3,21,20-20
4295,26,58,35,Clayey,Maize,10,2,30,20-20
4296,35,54,63,Sandy,Ground Nuts,39,2,14,17-17-17
4297,32,53,30,Clayey,Ground Nuts,15,2,6,17-17-17
4298,29,64,55,Sandy,Paddy,31,14,35,DAP
4299,25,71,51,Loamy,Wheat,34,15,32,17-17-17
4300,38,67,41,Sandy,Sugarcane,10,8,22,20-20
4301,28,61,45,Sandy,Oil seeds,39,10,27,20-20
4302,35,57,57,Black,Pulses,27,4,33,14-35-14
4303,35,59,52,Sandy,Millets,18,4,24,Urea
4304,30,51,53,Black,Millets,30,17,33,14-35-14
4305,31,56,45,Clayey,Barley,39,12,1,20-20
4306,30,63,31,Loamy,Pulses,14,8,34,10-26-26
4307,28,64,56,Red,Oil seeds,27,11,32,DAP
4308,37,59,59,Loamy,Paddy,38,8,25,DAP
4309,38,50,62,Red,Paddy,31,14,17,17-17-17
4310,34,50,36,Loamy,Paddy,13,16,20,20-20
4311,34,59,64,Loamy,Maize,32,2,21,10-26-26
4312,34,53,30,Clayey,Maize,25,13,42,20-20
4313,34,56,47,Black,Pulses,33,13,27,14-35-14
4314,34,61,39,Sandy,Paddy,41,9,42,17-17-17
4315,31,57,64,Black,Oil seeds,41,5,26,20-20
4316,28,70,44,Loamy,Pulses,29,8,22,28-28
4317,33,59,31,Black,Maize,42,12,5,20-20
4318,30,66,28,Black,Ground Nuts,4,17,3,17-17-17
4319,30,71,30,Red,Cotton,24,6,10,DAP
4320,30,56,50,Sandy,Wheat,39,11,19,10-26-26
4321,31,52,57,Loamy,Tobacco,12,6,39,10-26-26
4322,32,52,39,Red,Pulses,10,10,25,14-35-14
4323,38,62,41,Red,Tobacco,28,9,7,14-35-14
4324,30,60,28,Red,Paddy,27,13,23,28-28
4325,32,50,42,Red,Sugarcane,5,6,16,DAP
4326,38,54,58,Black,Paddy,15,10,25,17-17-17
4327,29,62,44,Red,Wheat,39,2,6,DAP
4328,30,54,40,Clayey,Pulses,15,15,7,17-17-17
4329,30,50,39,Black,Barley,34,18,29,28-28
4330,28,66,61,Black,Ground Nuts,41,17,28,Urea
4331,26,66,37,Sandy,Tobacco,10,6,15,17-17-17
4332,34,54,60,Red,Paddy,33,12,20,10-26-26
4333,28,70,29,Black,Millets,25,15,4,Urea
4334,34,66,43,Red,Cotton,5,13,38,DAP
4335,28,56,42,Black,Oil seeds,35,8,35,Urea
4336,34,67,44,Black,Wheat,19,18,5,14-35-14
4337,37,69,41,Black,Cotton,36,1,31,Urea
4338,32,72,62,Sandy,Pulses,8,6,8,DAP
4339,35,67,41,Red,Millets,12,0,29,20-20
4340,25,51,57,Red,Cotton,19,14,29,Urea
4341,28,51,51,Sandy,Sugarcane,11,19,11,28-28
4342,33,69,28,Clayey,Pulses,17,7,41,10-26-26
4343,28,56,65,Black,Paddy,10,1,32,28-28
4344,36,69,64,Clayey,Pulses,16,6,6,17-17-17
4345,34,56,61,Loamy,Sugarcane,9,16,35,14-35-14
4346,26,55,28,Black,Millets,36,8,13,14-35-14
4347,26,58,63,Sandy,Pulses,23,13,17,10-26-26
4348,33,50,46,Loamy,Wheat,19,2,37,Urea
4349,33,68,36,Red,Maize,4,2,5,14-35-14
4350,32,70,30,Black,Wheat,28,16,7,DAP
4351,25,68,33,Sandy,Barley,17,3,20,Urea
4352,38,62,46,Clayey,Wheat,13,13,6,DAP
4353,28,71,38,Clayey,Cotton,34,1,35,28-28
4354,34,66,57,Sandy,Wheat,37,16,7,20-20
4355,30,67,31,Black,Tobacco,16,7,11,14-35-14
4356,29,62,61,Sandy,Wheat,37,5,6,28-28
4357,32,63,42,Black,Oil seeds,16,14,4,28-28
4358,34,60,43,Black,Sugarcane,35,16,32,20-20
4359,36,55,42,Red,Paddy,6,0,3,20-20
4360,38,60,60,Loamy,Maize,35,17,27,20-20
4361,37,63,44,Red,Maize,30,18,4,28-28
4362,30,58,58,Sandy,Sugarcane,12,4,0,DAP
4363,25,62,54,Clayey,Millets,30,18,29,17-17-17
4364,37,56,62,Loamy,Maize,31,10,24,DAP
4365,26,62,27,Loamy,Maize,16,19,27,20-20
4366,33,56,28,Black,Paddy,35,4,5,17-17-17
4367,27,71,27,Sandy,Oil seeds,6,6,22,Urea
4368,36,63,38,Black,Tobacco,42,19,27,14-35-14
4369,33,62,28,Black,Barley,13,16,39,14-35-14
4370,34,63,41,Black,Wheat,12,2,4,17-17-17
4371,38,54,35,Loamy,Wheat,14,13,5,28-28
4372,30,70,51,Sandy,Millets,42,7,2,14-35-14
4373,38,65,39,Loamy,Wheat,20,16,24,DAP
4374,33,69,40,Red,Barley,23,14,32,17-17-17
4375,28,72,47,Clayey,Maize,37,8,0,28-28
4376,26,65,27,Black,Millets,27,6,30,17-17-17
4377,31,53,35,Red,Ground Nuts,11,13,3,14-35-14
4378,36,67,46,Clayey,Sugarcane,12,19,6,20-20
4379,25,54,47,Clayey,Barley,22,2,35,Urea
4380,32,68,65,Black,Paddy,19,8,13,Urea
4381,25,70,26,Loamy,Cotton,20,16,36,DAP
4382,29,69,48,Loamy,Oil seeds,40,13,30,10-26-26
4383,37,62,44,Clayey,Paddy,33,5,8,10-26-26
4384,36,54,63,Sandy,Maize,11,10,22,Urea
4385,32,70,61,Clayey,Cotton,38,9,1,DAP
4386,27,56,55,Sandy,Tobacco,22,0,33,Urea
4387,30,51,28,Red,Wheat,13,8,22,28-28
4388,30,51,56,Sandy,Pulses,17,7,14,14-35-14
4389,25,55,32,Clayey,Cotton,37,19,18,28-28
4390,26,70,38,Black,Millets,4,14,39,10-26-26
4391,34,58,32,Red,Wheat,28,16,22,28-28
